Logo (ruta),Título,Descripción,Inscripciones,Vistas,Rating general,Rating por estrellas,Rating del contenido
https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/91/57b4d982c644d384ad844eb1e3f440/Android_2.jpg,Fundamentos de Android,"Por medio de ejercicios prácticos, serás capaz de manipular las herramientas que Android te ofrece para desarrollar aplicaciones móviles. En este curso ofrecido por la UNAM, instalarás el entorno de desarrollo Android Studio y manipularás sus más sofisticadas particularidades. Por ejemplo, la composición de archivos de un proyecto Android y los patrones más comunes para el desarrollo de tus aplicaciones.

Identificarás todas las opciones que tienes para emular con los Android Virtual Devices, su funcionamiento y configuración.

También, reconocerás, las herramientas exclusivas que Android Studio tiene para tus aplicaciones móviles.  Usando Material Design para Android harás que tus aplicaciones luzcan como siempre las quisiste. 

Además, conocerás las mejores prácticas de maquetado para tus aplicaciones, no codifiques si no tienes mockup.",36037,45630,4.5,"[{'Estrellas': 5, 'Porcentaje': '69.40'}, {'Estrellas': 4, 'Porcentaje': '19.96'}, {'Estrellas': 3, 'Porcentaje': '5.63'}, {'Estrellas': 2, 'Porcentaje': '2.73'}, {'Estrellas': 1, 'Porcentaje': '2.25'}]",95
https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/53/9532c4bb2746c39f6ac50160c2c65f/Habilidades-gerenciales_2.jpg,Gestión del talento humano,"El curso aborda la organización desde una perspectiva sistémica en donde todos los elementos interactúan para lograr un resultado productivo. Se enfatiza la importancia de habilidades gerenciales para lograr estos propósitos. Realizarás ejercicios para potencializar tus niveles de inteligencia emocional y comunicación asertiva implicando a tus colaboradores en el desarrollo de estas habilidades. Ésto, con el fin de generar climas laborales en donde la confianza, motivación y respeto sean actitudes cotidianas.",22365,68789,4.8,"[{'Estrellas': 5, 'Porcentaje': '85.84'}, {'Estrellas': 4, 'Porcentaje': '11.95'}, {'Estrellas': 3, 'Porcentaje': '1.93'}, {'Estrellas': 2, 'Porcentaje': '0.19'}, {'Estrellas': 1, 'Porcentaje': '0.06'}]",99
https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/d5/c102bf7ed7480f90cb761bcf12cb86/GestionRiesgos_FINAL.jpg,Gestión integral del riesgo de desastres,"El curso está orientado a las personas que ya cuentan con nociones de planificación y que tienen conocimientos generales sobre las principales amenazas en un contexto particular desde una disciplina específica. Presenta los conceptos más importantes, así como ejemplos y problemas para el análisis de temas de gestión integral del riesgo de desastres que, regularmente, deben abordarse desde ámbitos nacionales o federales, municipales o locales. Cada persona podrá profundizar en temas de su interés con base en la bibliografía que se ofrece como recurso adicional.*Éste no es un curso que enseñe la manera de responder a una emergencia. Otros ya abordan esa tarea importante. Nuestro objetivo es que cada participante se aproxime a las nociones más generales de la gestión integral de riesgos, mismas que pueden ser de utilidad en instituciones públicas tanto cuanto en organizaciones privadas.",5662,24334,4.8,"[{'Estrellas': 5, 'Porcentaje': '83.89'}, {'Estrellas': 4, 'Porcentaje': '12.08'}, {'Estrellas': 3, 'Porcentaje': '4.02'}]",0
https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/0d/3dcc31a81e4395866d94a53ca81367/TecMusical_2.jpg,Grabación y postproducción musical dentro y fuera del estudio,"En este curso aprenderás a elaborar una producción musical con Ardour.  Vamos a trabajar la preproducción, grabación y postproducción de un proyecto musical.  Al término, podrás discernir cuándo es que tu arreglo musical está listo para grabación, cómo escoger los micrófonos y posicionamientos adecuados para los mismos, así como el trabajo después de la grabación.  Finalizamos el curso con una grabación masterizada, lista para distribución.",2502,11306,4.7,"[{'Estrellas': 5, 'Porcentaje': '83.58'}, {'Estrellas': 4, 'Porcentaje': '11.94'}, {'Estrellas': 3, 'Porcentaje': '1.49'}, {'Estrellas': 2, 'Porcentaje': '1.49'}, {'Estrellas': 1, 'Porcentaje': '1.49'}]",0
https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/00/8f6f5821164297855b8db06027e55d/Habilidades-gerenciales_6.jpg,Habilidades gerenciales: Proyecto final,"En este curso, desarrollarás un plan estratégico que te permitirá identificar, desarrollar y alinear la misión, visión, valores y objetivos estratégicos de tu función directiva con los de la empresa en la que laboras. Del mismo modo diseñarás las estrategias e indicadores para lograrlo de manera realista y eficiente.",5055,21671,4.8,"[{'Estrellas': 5, 'Porcentaje': '88.26'}, {'Estrellas': 4, 'Porcentaje': '9.18'}, {'Estrellas': 3, 'Porcentaje': '1.53'}, {'Estrellas': 2, 'Porcentaje': '1.02'}]",0
https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/d5/b7487526714c6f8752800d83041f21/EstrategiasNegociacion_2.jpg,Habilidades humanas y de negocios para negociar,"En este curso los participantes analizarán los conceptos de efectividad de una negociación, que consiste en una interacción humana, y la satisfacción de los deseos e intereses en las negociaciones.Todos tenemos el deseo de mejorar y superarnos. La forma de lograrlo es conocerse a sí mismo y a las personas con las que se negocia o se interactúa.",24156,36440,4.8,"[{'Estrellas': 5, 'Porcentaje': '84.75'}, {'Estrellas': 4, 'Porcentaje': '11.52'}, {'Estrellas': 3, 'Porcentaje': '1.85'}, {'Estrellas': 2, 'Porcentaje': '1.48'}, {'Estrellas': 1, 'Porcentaje': '0.37'}]",99
https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/73/a1805c3a0245cc9039b726b18b74b5/InnovAgroaliment_FINAL.jpg,Innovación agroalimentaria ,"Este curso fue desarrollado por el Instituto Interamericano de Cooperación para la Agricultura (IICA) en colaboración con la Universidad Nacional Autónoma de México (UNAM)  con el propósito de introducir el tema de Innovación y su importancia en el sector Agroalimentario. En un mundo donde la globalización de los mercados es imperante y el cambio climático afecta las prácticas agrícolas, la competitividad sin innovación no es procedente. Por ello, durante el curso se analiza y reconoce la innovación como un agente que promueve la competitividad.  

Para lograrlo, este curso revisa los fundamentos de la innovación, también, abarca otros temas como propiedad intelectual, componentes para la gestión de la innovación, sistemas nacionales de  innovación agroalimentaria y nuevos hábitos alimenticios que abren paso a la innovación de nuevos productos. Este curso es una oportunidad para que los pequeños y medianos empresarios, vinculados al sector agroalimentario, o ajenos a este sector, cuenten con herramientas que les faciliten el desarrollo de nuevos productos de calidad que incrementen su competitividad en el mercado.

Te invitamos a unirte a este curso y continuar por el camino de la innovación.",24312,16623,4.7,"[{'Estrellas': 5, 'Porcentaje': '73.48'}, {'Estrellas': 4, 'Porcentaje': '22.37'}, {'Estrellas': 3, 'Porcentaje': '3.59'}, {'Estrellas': 2, 'Porcentaje': '0.55'}]",99
https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/94/f9e087fa7f4ccfb35c6c1363761522/ProgramacionConR_FINAL.jpg,Introducción a Data Science: Programación Estadística con R,"Este curso te proporcionará las bases del lenguaje de programación estadística R, la lengua franca de la estadística, el cual te permitirá escribir programas que lean, manipulen y analicen datos cuantitativos. Te explicaremos la instalación del lenguaje; también verás una introducción a los sistemas base de gráficos y al paquete para graficar ggplot2, para visualizar estos datos. Además también abordarás la utilización de uno de los IDEs más populares entre la comunidad de usuarios de R, llamado RStudio.Objetivo

Al término del curso:

Utilizarás el lenguaje de programación R con el fin de manipular datos, generar análisis estadísticos y representación gráfica, a través del procesamiento de datos cuantitativos.

Forma de trabajo

Este curso busca introducirte en el lenguaje de programación estadística R, un lenguaje computacional diseñado para el análisis estadístico de datos. Este curso está dirigido a estudiantes y profesionales que tienen interés en poder utilizar esta herramienta, para leer, manipular, analizar y graficar datos. 

Utilizarás un IDE (Ambiente de Desarrollo Integrado) muy popular para trabajar con el lenguaje R, llamado RStudio, que se ha vuelto el IDE de facto para programar en R.

En cada módulo encontrarás videos que te guiarán en la instalación de las herramientas a utilizar, así como explicaciones de las operaciones básicas y los elementos específicos que ofrecen un manejo más profundo del lenguaje. También hallarás algunas referencias bibliográficas para ahondar en el tema que sea de tu interés.

Para complementar las lecciones, realizarás prácticas con el lenguaje, las cuales tendrán valor para la evaluación.",164805,123198,4.7,"[{'Estrellas': 5, 'Porcentaje': '77.38'}, {'Estrellas': 4, 'Porcentaje': '19.44'}, {'Estrellas': 3, 'Porcentaje': '2.45'}, {'Estrellas': 2, 'Porcentaje': '0.39'}, {'Estrellas': 1, 'Porcentaje': '0.31'}]",97
https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/55/7b3941150f4632b9818e71d2ff7c27/fba781ae2.jpg,Introducción a Java,"Me llamo Elisa Viso y una de mis pasiones es la de programar y enseñar a programar. El lenguaje Java es uno de los que más me ha gustado en mis 45 años que llevo programando. Si bien te podrá parecer un poco complicado empezar a programar en Java, una vez que cubras los conceptos básicos verás qué rápido se avanza.
Java, como todos los lenguajes de programación bien hechos, te dejan hacer cualquier cosa (algunas de ellas con más trabajo que en otros lenguajes y otras casi directamente de cómo piensas la solución al problema). 
Pero una vez que pasas esa primera etapa, programar te va a hacer sentir casi como un sacerdote de un culto extraño, que puede hacer que las cosas sucedan a placer, se vean exactamente como tú quieres y obtengas una satisfacción enorme de haber construido algo que puedes ver y repartirlo para que otros lo usen.

Este es un curso introductorio a la programación en Java. Como Java es un lenguaje orientado a objetos de propósito general, revisaremos los conceptos básicos del lenguaje como clases e interfaces. Veremos los ingredientes básicos de una clase como constantes y variables, funciones (métodos), y cómo organizar estos ingredientes dentro de una clase. También veremos la utilización de clases de las bibliotecas de Java.

En el primer módulo revisaremos el concepto de orientación a objetos aplicándolo en la vida real.

En el segundo módulo revisamos una herramienta de diseño orientado a objetos, llamada tarjetas de responsabilidades, y a partir de estas últimas diseñamos los encabezados de los distintos servicios que se van a dar, codificándolos en una interfaz.

En el tercer módulo terminaremos la construcción de la clase que corresponde a este problema, aclarando términos comunes en Java, revisando la sintaxis del lenguaje y la autodocumentación con la que cuenta.

En el cuarto módulo utilizaremos lo que ya tenemos para construir una clase más compleja que proporciones arreglos de objetos de la clase que ya tenemos y examinando con bastante profundidad tanto el esquema conceptual de los arreglos como su implementación en el modelo de memoria de Java.

En el quinto y último módulo profundizaremos en el uso de repetición en ejecución y, no puede faltar, los distintos tipos de ejecución condicional que provee el lenguaje.

En este curso, ofrecido por la UNAM, se proveerá al participante con conocimientos del lenguaje Java que le permitirán resolver una amplia gama de problemas con este lenguaje. Aprenderá a:
•	Plantear la solución de un problema utilizando orientación a objetos.
•	Programar la solución de los problemas utilizando las siguientes características del lenguaje Java:
               -Interfaces y clases
               -Métodos constructores de objetos, de acceso, de actualización, de implementación y auxiliares.
               -Atributos y variables locales de tipos primitivos o de clase.
               -Utilización de clases de biblioteca.
               -Esquemas de ejecución como la repetición y la selección de enunciados
               -Arreglos",110192,149592,4.2,"[{'Estrellas': 5, 'Porcentaje': '59.81'}, {'Estrellas': 4, 'Porcentaje': '20.99'}, {'Estrellas': 3, 'Porcentaje': '8.30'}, {'Estrellas': 2, 'Porcentaje': '3.92'}, {'Estrellas': 1, 'Porcentaje': '6.94'}]",95
https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/64/b01fa0c66b40d4b815a151541c4653/30.jpg,Introducción a la calidad,"Al finalizar el curso: •	Explicarás la aplicación de la norma ISO 9000 y los sistemas de gestión de calidad, su implementación y los beneficios para la compañía y la sociedad.
•	Describirás herramientas prácticas que mejoren la competitividad y eleven la eficiencia de las operaciones de la empresa o idea de negocio teniendo en cuenta las mejores prácticas ambientales.

En este curso conoceremos la importancia que tiene implementar estándares de calidad y procesos productivos eficientes, para el desarrollo y continuidad de nuestra empresa o idea de negocio y así mantener su máxima capacidad productiva y seguir ofertando productos con los más altos estándares de calidad, para mantenernos siempre en la preferencia del público.

Es importante resaltar también términos como capacidad, ubicación y distribución operativa con la que cuenta nuestra empresa o idea de negocio, porque al identificarlas podemos mejorar la productividad sin hacer a un lado la calidad, a la vez que identificamos las deficiencias la producción para nuestra empresa o idea de negocio.",18291,49016,4.7,"[{'Estrellas': 5, 'Porcentaje': '75.77'}, {'Estrellas': 4, 'Porcentaje': '16.95'}, {'Estrellas': 3, 'Porcentaje': '5.19'}, {'Estrellas': 2, 'Porcentaje': '0.69'}, {'Estrellas': 1, 'Porcentaje': '1.38'}]",97
https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/5f/eb406381ae49b793418ebeeb9bda82/27.jpg,Introducción a la estrategia,"En este curso, conocerás la importancia de la estrategia en cualquier tipo de organización; diferenciarás los modelos conductuales que se aplican en diferentes países, quiénes son sus principales actores y los intereses que tienen en una empresa. Partirás de la planeación estratégica para materializar tu idea de negocio, a través de la misión, visión, valores y objetivos. Identificarás la idea diferenciadora de tu empresa o idea de negocio, lo cual la hará única del resto. Leerás las señales internas y externas del entorno para poder reaccionar a tiempo ante los factores que afectan a tu empresa.",22827,45278,4.8,"[{'Estrellas': 5, 'Porcentaje': '84.50'}, {'Estrellas': 4, 'Porcentaje': '12.67'}, {'Estrellas': 3, 'Porcentaje': '2.25'}, {'Estrellas': 2, 'Porcentaje': '0.28'}, {'Estrellas': 1, 'Porcentaje': '0.28'}]",98
https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/19/fccc63203e47b19df21b601fc0b348/geotermia.jpeg,Introducción a la geotermia,"Este curso está enfocado en introducir a las técnicas de exploración en Geotermia a profesionistas (de todas las Ingenierías y Licenciaturas en Geociencias, Ambientalistas, Economistas y carreras afines) interesados en las energías limpias. Les proporcionará información científica y técnica sobre las bases y nuevas corrientes para fomentar el interés en la energía geotérmica.El curso incluye temas de frontera en Geología, Geoquímica, Geofísica aplicados a la Exploración de recursos geotérmicos, conceptos básicos de la geotermia y su utilización.",16923,21062,4.8,"[{'Estrellas': 5, 'Porcentaje': '86.85'}, {'Estrellas': 4, 'Porcentaje': '11.95'}, {'Estrellas': 3, 'Porcentaje': '0.79'}, {'Estrellas': 2, 'Porcentaje': '0.19'}, {'Estrellas': 1, 'Porcentaje': '0.19'}]",98
https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/84/2f1bd6623b44fc9341fd155817b2a8/ProdAudiovisual_FINAL.jpg,Introducción a la producción audiovisual,"En este curso revisaremos el lenguaje y herramientas básicas, así como las diferentes etapas del proceso de producción, para crear un proyecto audiovisual.",58910,73134,4.7,"[{'Estrellas': 5, 'Porcentaje': '79.89'}, {'Estrellas': 4, 'Porcentaje': '14.97'}, {'Estrellas': 3, 'Porcentaje': '3.37'}, {'Estrellas': 2, 'Porcentaje': '0.94'}, {'Estrellas': 1, 'Porcentaje': '0.80'}]",98
https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/a4/14e93a2abe4dc18f91dcca7f759767/TecMusical_1.jpg,Introducción a la producción musical ,"En este curso aprenderás los elementos básicos para realizar tu primer producción musical con herramientas tecnológicas disponibles en la red y basadas en software libre. Cada módulo aborda de forma teórica y práctica temas clave de la producción musical, los cuales servirán para la elaboración de un proyecto propio de producción musical.",5427,16642,4.9,"[{'Estrellas': 5, 'Porcentaje': '87.78'}, {'Estrellas': 4, 'Porcentaje': '10.68'}, {'Estrellas': 3, 'Porcentaje': '1.52'}]",96
https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/bc/d3b6a0e99111e6a8c51f78ab61cec6/Finance_Coursera_Course_Thumb.png,Introducción a las finanzas,"En este curso estudiaremos el objetivo principal de las finanzas, la importancia en la creación de valor y mantenerlo a través de un uso eficiente de los recursos financieros.Además, incluiremos algunas herramientas básicas que te permitirán crear un plan financiero con el que podrás establecer objetivos y metas claras, identificar qué factores pueden afectar el rumbo de tu empresa o idea de negocio y saber si estás aplicando los recursos de una manera eficiente.
Al término del curso aplicarás herramientas básicas de análisis, control y evaluación de información financiera para una adecuada gestión de negocio.",33307,59269,4.6,"[{'Estrellas': 5, 'Porcentaje': '75.63'}, {'Estrellas': 4, 'Porcentaje': '17.81'}, {'Estrellas': 3, 'Porcentaje': '3.27'}, {'Estrellas': 2, 'Porcentaje': '1.45'}, {'Estrellas': 1, 'Porcentaje': '1.81'}]",93
https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/a0/915380aa2511e7a88665d762f00452/logo_bienes_comunes.png,Introducción al estudio de los bienes comunes,"El curso te introduce al estudio de los bienes comunes (como bosques, mecanismos de irrigación, tierras de pastoreo, pesquerías, recursos culturales o la información) y su gobernanza. El eje central del curso es la propuesta de la Teoría de la Acción Colectiva y de los Recursos Comunes, considerando sus elementos teóricos centrales y sus implicaciones metodológicas. La teoría de la acción colectiva está entendida como la movilización de las acciones de los miembros de grupos y/o de la sociedad, con propósitos de cooperación. Este tipo de acción es fundamental para la gobernanza con perspectiva de largo plazo (es decir, el uso sostenido y la conservación) de los “bienes comunes”. A lo largo del seminario se buscará relacionar los contenidos teóricos con distintos problemas empíricos locales, nacionales y globales.",3793,9399,4.9,"[{'Estrellas': 5, 'Porcentaje': '86.27'}, {'Estrellas': 4, 'Porcentaje': '13.72'}]",0
https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/44/7b69b8e6134292857f643f1490b1c5/29.jpg,Introducción al mercado,"El estudio de mercado nos ayuda a identificar y definir oportunidades y problemas de mercado, para generar y evaluar estrategias de promoción y venta de los productos y/o servicios de tu empresa o idea de negocio, y a su vez mejorar la relación que existe entre la empresa y sus clientes, consumidores, proveedores, etc.En este curso conoceremos las herramientas que se utilizan en la mercadotecnia para la venta y promoción de un producto y/o servicio, así como algunos métodos para la determinación de su precio y las características con las que contará dicho producto.",19802,20959,4.7,"[{'Estrellas': 5, 'Porcentaje': '80.83'}, {'Estrellas': 4, 'Porcentaje': '10.17'}, {'Estrellas': 3, 'Porcentaje': '4.79'}, {'Estrellas': 2, 'Porcentaje': '2.39'}, {'Estrellas': 1, 'Porcentaje': '1.79'}]",98
https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/21/e470078e6742b9a5770d8925484a8d/EstrategiasNegociacion_1.jpg,Introducción al mundo de las negociaciones,"En este primer curso, los participantes conocerán el proceso de una negociación, la naturaleza de uno mismo (capacidades y potencialidades) y la de los oponentes, para establecer negociaciones efectivas, en donde se establece una dinámica de propuestas y transacciones racionales y emocionales, en el marco de la globalización, para generar un ambiente de negociación y cooperación creativa, para diseñar estrategias para lograr resultados de negociación, diseñar argumentos para negociar, saber escuchar y comunicarse y convenir en un intercambio de los recursos y bienes en juego, favorable a los intereses de ambas partes. .",33479,66600,4.8,"[{'Estrellas': 5, 'Porcentaje': '86.24'}, {'Estrellas': 4, 'Porcentaje': '11.20'}, {'Estrellas': 3, 'Porcentaje': '1.76'}, {'Estrellas': 2, 'Porcentaje': '0.32'}, {'Estrellas': 1, 'Porcentaje': '0.48'}]",99
https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/15/23b33c36064572bb3579c53f743911/LaSolucionCEtico_FINAL.jpg,La solución del conflicto ético,"En este curso, ofrecido por la UNAM, los participantes lograrán identificar y tomar decisiones sobre casos clínicos con conflictos éticos en el área de la salud por medio de la aplicación del razonamiento ético desde una perspectiva universal y considerando los aspectos médicos y éticos, el marco jurídico y la decisión ética. La ética en lo general es un elemento esencial para el avance del ser humano porque resulta de la capacidad de cuestionar, reflexionar y razonar sobre todo lo que es y todo lo que cambia en la vida. Existe evidencia de que la percepción y los juicios, que sobre la moral hace un individuo, definen su comportamiento. Estas capacidades que se desarrollan en forma paulatina, permiten atender y resolver los conflictos éticos.

Para facilitar tus logros tendrás disponibles videos y evaluaciones.",24014,58853,4.7,"[{'Estrellas': 5, 'Porcentaje': '77.70'}, {'Estrellas': 4, 'Porcentaje': '15.08'}, {'Estrellas': 3, 'Porcentaje': '3.93'}, {'Estrellas': 2, 'Porcentaje': '1.96'}, {'Estrellas': 1, 'Porcentaje': '1.31'}]",97
https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/d9/08c8de308f49719140a2b53998732c/VerdeySusverdades_FINAL.jpg,La verde y sus verdades,"En este curso los alumnos tendrán la posibilidad de acceder a información de carácter científico, sociológico, médico y legal que les permita tener un panorama de las distintas aristas que contiene el tema de la regulación de la marihuana en México. Podrán conocer lo que ha ocurrido en el mundo, particularmente en Estados Unidos en donde existe un movimiento social, cultural, político, médico y económico sobre este fenómeno.La solución de Estados Unidos y Canadá será aprovechada por los legisladores y los funcionarios mexicanos de la Secretaría de Salud encargados de diseñar el modelo para México, por lo que el público interesado encontrará la información necesaria para comprender e interpretar este hecho. Los alumnos podrán conocer cómo se han develado y aclarado los mitos alrededor del uso de la marihuana, así como los beneficios que tiene su uso medicinal y terapéutico.",3901,8456,4.7,"[{'Estrellas': 5, 'Porcentaje': '75'}, {'Estrellas': 4, 'Porcentaje': '21.87'}, {'Estrellas': 3, 'Porcentaje': '1.56'}, {'Estrellas': 2, 'Porcentaje': '1.56'}]",0
https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/1f/4f132eaa054faa8c5b945d9cceff08/LasEstaciones2_FINAL.jpg,Las estaciones del año y el clima,"¿Sabes por qué hay animales que migran cada año? ¿Cómo saben los campesinos cuándo sembrar y cuándo cosechar?¿Sabes qué gobierna el ciclo anual de frío y calor y de lluvias y secas?

Las estaciones del año son el fenómeno climático más perceptible por el ser humano y se manifiestan de diferente forma en distintas regiones; por ejemplo cuando es invierno en la mitad del mundo,  es verano en la otra mitad.  Entender el mecanismo de las estaciones es el primer paso para entender el clima, que afecta a casi todas las actividades humanas.

En este curso estudiaremos los procesos que provocan las estaciones del año, las repercusiones que tienen éstas para las actividades humanas y su relación con los  fundamentos del sistema climático terrestre. A través de simulaciones visuales haremos comprensibles conceptos y procesos físicos y te propondremos experimentos. Si estas considerando estudiar ciencias de la Tierra o si quieres comprender mejor cómo funciona el clima, este curso es para ti. 

¡Acompáñanos! Y conoce más sobre nuestro hogar el planeta Tierra.",19158,11613,4.8,"[{'Estrellas': 5, 'Porcentaje': '84.10'}, {'Estrellas': 4, 'Porcentaje': '12.71'}, {'Estrellas': 3, 'Porcentaje': '2.31'}, {'Estrellas': 2, 'Porcentaje': '0.86'}]",98
https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/d8/dc088bf3814a6981d8de47e0b230ed/EstrategiasNegociacion_4.jpg,Las estrategias y habilidades para las negociaciones,"En este cuarto y último curso estudiaremos y analizaremos las estrategias, herramientas y criterios para dar efectividad al proceso de las negociaciones. También se propondrá el empleo del concepto de áreas de efectividad y orientación a resultados, que facilitará la definición de objetivos específicos y cuantificables para planear estratégicamente nuestra negociación con el empleo del establecimiento de los máximos aceptables y mínimos que cada propuesta de solución presenta para un manejo efectivo de las concesiones, intercambios y toma de decisiones, con el fin de lograr acuerdos compartidos. Finalmente se establecerá una visión futura de creación de valor, sobre el acuerdo para continuar en el tiempo obteniendo beneficios compartidos.",19666,31320,4.7,"[{'Estrellas': 5, 'Porcentaje': '80.20'}, {'Estrellas': 4, 'Porcentaje': '15.62'}, {'Estrellas': 3, 'Porcentaje': '3.12'}, {'Estrellas': 2, 'Porcentaje': '1.04'}]",99
https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/8c/e4c8d0ee5a11e68dae39c5756623e8/inter_gob_loc.png,Los gobiernos locales como actores internacionales,"Este curso ofrece un panorama general de la irrupción de los gobiernos locales en la escena internacional. Revisaremos las nuevas tendencias y dinámicas en las relaciones internacionales de los gobiernos locales, mediante fundamentos teóricos con base en la práctica.El objetivo es introducir a profesionales, investigadores, académicos y público en general, en las nuevas tendencias y dinámicas en las relaciones internacionales de los gobiernos locales. 

Con este curso podrás:

•Desarrollar una visión general del fenómeno que constituye la entrada de los gobiernos locales en la esfera internacional.

•Reconocer los principales objetivos que persiguen los gobiernos locales al buscar la internacionalización.

•Reconocer la importancia del trabajo en redes como una de las modalidades de acción más frecuentes entre las ciudades.

•Analizar las relaciones y los eventuales conflictos que se están desarrollando entre los GL y los gobiernos nacionales.

•Valorar si su propia ciudad puede contar con apoyo del gobierno central y/o de los actores locales en caso de querer plantear, planificar y desarrollar una acción internacional.

•Identificar los beneficios que la ciudadanía puede obtener de la acción internacional de su municipio

Este curso es una colaboración  del Programa Universitario de estudios sobre la Ciudad de la Universidad Nacional Autónoma de México (PUEC-UNAM,  el Gobierno de la Ciudad de México y la Alianza Euro Latinoamericana de Cooperación entre Ciudades (AL-LAs).",19560,23716,4.8,"[{'Estrellas': 5, 'Porcentaje': '79.68'}, {'Estrellas': 4, 'Porcentaje': '16.54'}, {'Estrellas': 3, 'Porcentaje': '3.48'}, {'Estrellas': 2, 'Porcentaje': '0.29'}]",96
https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/e6/20b425a48f46a4bba90557d8864d1d/EstrategiasNegociacion_3.jpg,Los obstáculos y la conducción en las negociaciones,"En este curso se analizará para su aplicación la ubicación y señalamiento de los obstáculos que se presentan durante el proceso de negociación. Es interesante observar que en este análisis no sólo se plantean los obstáculos, sino se hacen observaciones sobre las condiciones que se presentan para identificar el obstáculo con las habilidades y estrategias que se ofrecen para su manejo efectivo. La presentación de los nueve obstáculos que propone nuestro modelo de negociación se hace en forma de aparición secuencial, lo que permite la previsión necesaria para evitarlos. Finalmente incorporaremos un elemento nuevo al proceso de negociación, que es el factor del tiempo y del ritmo, para que cada una de las fases cumpla con un requerimiento de exactitud en su cumplimiento.",8066,15719,4.8,"[{'Estrellas': 5, 'Porcentaje': '80.88'}, {'Estrellas': 4, 'Porcentaje': '17.64'}, {'Estrellas': 3, 'Porcentaje': '0.73'}, {'Estrellas': 2, 'Porcentaje': '0.73'}]",99
https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/50/7dc6f1122c4a929bf050e37e008c59/Manejo-moderno-de-la-caries-dental_FINAL.jpg,Manejo moderno de la caries dental,"Se trata de un curso básico sobre el tratamiento de la caries dental para controlar su progresión. Existen diversas posturas sobre el tratamiento de esta enfermedad. En este curso, se revisa una aproximación al tratamiento no invasivo de este problema. La caries dental es examinada no sólo como la destrucción parcial o total del diente, sino como una enfermedad que presenta diferentes fases. Asimismo, se analizan principios y elementos para controlar la caries dental, antes de que se presenten cambios observables en los dientes.Al término del curso:

Conocerás las bases para determinar el tratamiento que conduzca al control de la enfermedad caries dental.",11091,18668,4.8,"[{'Estrellas': 5, 'Porcentaje': '85.25'}, {'Estrellas': 4, 'Porcentaje': '11.05'}, {'Estrellas': 3, 'Porcentaje': '1.38'}, {'Estrellas': 2, 'Porcentaje': '0.92'}, {'Estrellas': 1, 'Porcentaje': '1.38'}]",95
